province_territory,claim_office_type,total_flag,year_month,year,month,value
Prince Edward Island,Inland,False,2016-03,2016,3,0
Nova Scotia,Inland,False,2016-03,2016,3,5
New Brunswick,Inland,False,2016-03,2016,3,2
Quebec,Inland,False,2016-03,2016,3,195
Ontario,Inland,False,2016-03,2016,3,730
Manitoba,Inland,False,2016-03,2016,3,5
Saskatchewan,Inland,False,2016-03,2016,3,2
Alberta,Inland,False,2016-03,2016,3,75
British Columbia,Inland,False,2016-03,2016,3,80
Yukon,Inland,False,2016-03,2016,3,0
Northwest Territories,Inland,False,2016-03,2016,3,0
Nunavut,Inland,False,2016-03,2016,3,0
Province/Territory of claim not stated,Inland,False,2016-03,2016,3,0
,Inland - Total,True,2016-03,2016,3,1095
,Other Offices,False,2016-03,2016,3,0
,Total ,True,2016-03,2016,3,1730
Newfoundland and Labrador,Airport,False,2016-04,2016,4,0
Nova Scotia,Airport,False,2016-04,2016,4,2
New Brunswick,Airport,False,2016-04,2016,4,0
Quebec,Airport,False,2016-04,2016,4,25
Ontario,Airport,False,2016-04,2016,4,125
Manitoba,Airport,False,2016-04,2016,4,0
Saskatchewan,Airport,False,2016-04,2016,4,2
Alberta,Airport,False,2016-04,2016,4,5
British Columbia,Airport,False,2016-04,2016,4,10
Nunavut,Airport,False,2016-04,2016,4,0
,Airport - Total,True,2016-04,2016,4,165
Newfoundland and Labrador,Border,False,2016-04,2016,4,0
Nova Scotia,Border,False,2016-04,2016,4,0
New Brunswick,Border,False,2016-04,2016,4,0
Quebec,Border,False,2016-04,2016,4,125
Ontario,Border,False,2016-04,2016,4,230
Manitoba,Border,False,2016-04,2016,4,40
Saskatchewan,Border,False,2016-04,2016,4,0
Alberta,Border,False,2016-04,2016,4,15
British Columbia,Border,False,2016-04,2016,4,10
Yukon,Border,False,2016-04,2016,4,0
,Border - Total,True,2016-04,2016,4,415
Newfoundland and Labrador,Inland,False,2016-04,2016,4,0
Prince Edward Island,Inland,False,2016-04,2016,4,0
Nova Scotia,Inland,False,2016-04,2016,4,2
New Brunswick,Inland,False,2016-04,2016,4,0
Quebec,Inland,False,2016-04,2016,4,160
Ontario,Inland,False,2016-04,2016,4,690
Manitoba,Inland,False,2016-04,2016,4,5
Saskatchewan,Inland,False,2016-04,2016,4,2
Alberta,Inland,False,2016-04,2016,4,50
British Columbia,Inland,False,2016-04,2016,4,40
Yukon,Inland,False,2016-04,2016,4,0
Northwest Territories,Inland,False,2016-04,2016,4,0
Nunavut,Inland,False,2016-04,2016,4,0
Province/Territory of claim not stated,Inland,False,2016-04,2016,4,0
,Inland - Total,True,2016-04,2016,4,955
,Other Offices,False,2016-04,2016,4,0
,Total ,True,2016-04,2016,4,1535
Newfoundland and Labrador,Airport,False,2016-05,2016,5,0
Nova Scotia,Airport,False,2016-05,2016,5,0
New Brunswick,Airport,False,2016-05,2016,5,0
Quebec,Airport,False,2016-05,2016,5,25
Ontario,Airport,False,2016-05,2016,5,180
Manitoba,Airport,False,2016-05,2016,5,0
Saskatchewan,Airport,False,2016-05,2016,5,0
Alberta,Airport,False,2016-05,2016,5,10
British Columbia,Airport,False,2016-05,2016,5,10
Nunavut,Airport,False,2016-05,2016,5,0
,Airport - Total,True,2016-05,2016,5,225
Newfoundland and Labrador,Border,False,2016-05,2016,5,0
Nova Scotia,Border,False,2016-05,2016,5,0
New Brunswick,Border,False,2016-05,2016,5,2
Quebec,Border,False,2016-05,2016,5,90
Ontario,Border,False,2016-05,2016,5,235
Manitoba,Border,False,2016-05,2016,5,50
Saskatchewan,Border,False,2016-05,2016,5,0
Alberta,Border,False,2016-05,2016,5,2
British Columbia,Border,False,2016-05,2016,5,25
Yukon,Border,False,2016-05,2016,5,0
,Border - Total,True,2016-05,2016,5,405
Newfoundland and Labrador,Inland,False,2016-05,2016,5,2
Prince Edward Island,Inland,False,2016-05,2016,5,0
Nova Scotia,Inland,False,2016-05,2016,5,2
New Brunswick,Inland,False,2016-05,2016,5,0
Quebec,Inland,False,2016-05,2016,5,165
Ontario,Inland,False,2016-05,2016,5,575
Manitoba,Inland,False,2016-05,2016,5,2
Saskatchewan,Inland,False,2016-05,2016,5,2
Alberta,Inland,False,2016-05,2016,5,50
British Columbia,Inland,False,2016-05,2016,5,65
Yukon,Inland,False,2016-05,2016,5,0
Northwest Territories,Inland,False,2016-05,2016,5,0
Nunavut,Inland,False,2016-05,2016,5,0
Province/Territory of claim not stated,Inland,False,2016-05,2016,5,0
,Inland - Total,True,2016-05,2016,5,860
,Other Offices,False,2016-05,2016,5,2
,Total ,True,2016-05,2016,5,1490
Newfoundland and Labrador,Airport,False,2016-06,2016,6,0
Nova Scotia,Airport,False,2016-06,2016,6,2
New Brunswick,Airport,False,2016-06,2016,6,0
Quebec,Airport,False,2016-06,2016,6,35
Ontario,Airport,False,2016-06,2016,6,160
Manitoba,Airport,False,2016-06,2016,6,0
Saskatchewan,Airport,False,2016-06,2016,6,0
Alberta,Airport,False,2016-06,2016,6,0
British Columbia,Airport,False,2016-06,2016,6,10
Nunavut,Airport,False,2016-06,2016,6,0
,Airport - Total,True,2016-06,2016,6,205
Newfoundland and Labrador,Border,False,2016-06,2016,6,0
Nova Scotia,Border,False,2016-06,2016,6,0
New Brunswick,Border,False,2016-06,2016,6,2
Quebec,Border,False,2016-06,2016,6,130
Ontario,Border,False,2016-06,2016,6,305
Manitoba,Border,False,2016-06,2016,6,40
Saskatchewan,Border,False,2016-06,2016,6,2
Alberta,Border,False,2016-06,2016,6,2
British Columbia,Border,False,2016-06,2016,6,25
Yukon,Border,False,2016-06,2016,6,0
,Border - Total,True,2016-06,2016,6,500
Newfoundland and Labrador,Inland,False,2016-06,2016,6,0
Prince Edward Island,Inland,False,2016-06,2016,6,0
Nova Scotia,Inland,False,2016-06,2016,6,2
New Brunswick,Inland,False,2016-06,2016,6,0
Quebec,Inland,False,2016-06,2016,6,175
Ontario,Inland,False,2016-06,2016,6,645
Manitoba,Inland,False,2016-06,2016,6,2
Saskatchewan,Inland,False,2016-06,2016,6,2
Alberta,Inland,False,2016-06,2016,6,50
British Columbia,Inland,False,2016-06,2016,6,75
Yukon,Inland,False,2016-06,2016,6,0
Northwest Territories,Inland,False,2016-06,2016,6,0
Nunavut,Inland,False,2016-06,2016,6,0
Province/Territory of claim not stated,Inland,False,2016-06,2016,6,0
,Inland - Total,True,2016-06,2016,6,960
,Other Offices,False,2016-06,2016,6,0
,Total ,True,2016-06,2016,6,1665
Newfoundland and Labrador,Airport,False,2016-07,2016,7,0
Nova Scotia,Airport,False,2016-07,2016,7,0
New Brunswick,Airport,False,2016-07,2016,7,0
Quebec,Airport,False,2016-07,2016,7,35
Ontario,Airport,False,2016-07,2016,7,115
Manitoba,Airport,False,2016-07,2016,7,0
Saskatchewan,Airport,False,2016-07,2016,7,0
Alberta,Airport,False,2016-07,2016,7,2
British Columbia,Airport,False,2016-07,2016,7,2
Nunavut,Airport,False,2016-07,2016,7,0
,Airport - Total,True,2016-07,2016,7,160
Newfoundland and Labrador,Border,False,2016-07,2016,7,0
Nova Scotia,Border,False,2016-07,2016,7,0
New Brunswick,Border,False,2016-07,2016,7,2
Quebec,Border,False,2016-07,2016,7,180
Ontario,Border,False,2016-07,2016,7,360
Manitoba,Border,False,2016-07,2016,7,40
Saskatchewan,Border,False,2016-07,2016,7,0
Alberta,Border,False,2016-07,2016,7,15
British Columbia,Border,False,2016-07,2016,7,5
Yukon,Border,False,2016-07,2016,7,2
,Border - Total,True,2016-07,2016,7,600
Newfoundland and Labrador,Inland,False,2016-07,2016,7,0
Prince Edward Island,Inland,False,2016-07,2016,7,0
Nova Scotia,Inland,False,2016-07,2016,7,5
New Brunswick,Inland,False,2016-07,2016,7,0
Quebec,Inland,False,2016-07,2016,7,195
Ontario,Inland,False,2016-07,2016,7,585
Manitoba,Inland,False,2016-07,2016,7,15
Saskatchewan,Inland,False,2016-07,2016,7,5
Alberta,Inland,False,2016-07,2016,7,60
British Columbia,Inland,False,2016-07,2016,7,75
Yukon,Inland,False,2016-07,2016,7,0
Northwest Territories,Inland,False,2016-07,2016,7,0
Nunavut,Inland,False,2016-07,2016,7,0
Province/Territory of claim not stated,Inland,False,2016-07,2016,7,0
,Inland - Total,True,2016-07,2016,7,940
,Other Offices,False,2016-07,2016,7,2
,Total ,True,2016-07,2016,7,1705
Newfoundland and Labrador,Airport,False,2016-08,2016,8,0
Nova Scotia,Airport,False,2016-08,2016,8,0
New Brunswick,Airport,False,2016-08,2016,8,0
Quebec,Airport,False,2016-08,2016,8,40
Ontario,Airport,False,2016-08,2016,8,155
Manitoba,Airport,False,2016-08,2016,8,0
Saskatchewan,Airport,False,2016-08,2016,8,0
Alberta,Airport,False,2016-08,2016,8,0
British Columbia,Airport,False,2016-08,2016,8,15
Nunavut,Airport,False,2016-08,2016,8,0
,Airport - Total,True,2016-08,2016,8,210
Newfoundland and Labrador,Border,False,2016-08,2016,8,0
Nova Scotia,Border,False,2016-08,2016,8,0
New Brunswick,Border,False,2016-08,2016,8,0
Quebec,Border,False,2016-08,2016,8,180
Ontario,Border,False,2016-08,2016,8,400
Manitoba,Border,False,2016-08,2016,8,45
Saskatchewan,Border,False,2016-08,2016,8,0
Alberta,Border,False,2016-08,2016,8,10
British Columbia,Border,False,2016-08,2016,8,20
Yukon,Border,False,2016-08,2016,8,0
,Border - Total,True,2016-08,2016,8,660
Newfoundland and Labrador,Inland,False,2016-08,2016,8,2
Prince Edward Island,Inland,False,2016-08,2016,8,0
Nova Scotia,Inland,False,2016-08,2016,8,10
New Brunswick,Inland,False,2016-08,2016,8,2
Quebec,Inland,False,2016-08,2016,8,265
Ontario,Inland,False,2016-08,2016,8,710
Manitoba,Inland,False,2016-08,2016,8,10
Saskatchewan,Inland,False,2016-08,2016,8,2
Alberta,Inland,False,2016-08,2016,8,65
British Columbia,Inland,False,2016-08,2016,8,105
Yukon,Inland,False,2016-08,2016,8,0
Northwest Territories,Inland,False,2016-08,2016,8,0
Nunavut,Inland,False,2016-08,2016,8,0
Province/Territory of claim not stated,Inland,False,2016-08,2016,8,0
,Inland - Total,True,2016-08,2016,8,1160
,Other Offices,False,2016-08,2016,8,0
,Total ,True,2016-08,2016,8,2030
Newfoundland and Labrador,Airport,False,2016-09,2016,9,0
Nova Scotia,Airport,False,2016-09,2016,9,2
New Brunswick,Airport,False,2016-09,2016,9,0
Quebec,Airport,False,2016-09,2016,9,55
Ontario,Airport,False,2016-09,2016,9,345
Manitoba,Airport,False,2016-09,2016,9,0
Saskatchewan,Airport,False,2016-09,2016,9,0
Alberta,Airport,False,2016-09,2016,9,2
British Columbia,Airport,False,2016-09,2016,9,5
Nunavut,Airport,False,2016-09,2016,9,0
,Airport - Total,True,2016-09,2016,9,410
Newfoundland and Labrador,Border,False,2016-09,2016,9,0
Nova Scotia,Border,False,2016-09,2016,9,0
New Brunswick,Border,False,2016-09,2016,9,10
Quebec,Border,False,2016-09,2016,9,255
Ontario,Border,False,2016-09,2016,9,445
Manitoba,Border,False,2016-09,2016,9,50
Saskatchewan,Border,False,2016-09,2016,9,2
Alberta,Border,False,2016-09,2016,9,15
British Columbia,Border,False,2016-09,2016,9,25
Yukon,Border,False,2016-09,2016,9,0
,Border - Total,True,2016-09,2016,9,805
Newfoundland and Labrador,Inland,False,2016-09,2016,9,2
Prince Edward Island,Inland,False,2016-09,2016,9,0
Nova Scotia,Inland,False,2016-09,2016,9,5
New Brunswick,Inland,False,2016-09,2016,9,0
Quebec,Inland,False,2016-09,2016,9,310
Ontario,Inland,False,2016-09,2016,9,865
Manitoba,Inland,False,2016-09,2016,9,10
Saskatchewan,Inland,False,2016-09,2016,9,2
Alberta,Inland,False,2016-09,2016,9,100
British Columbia,Inland,False,2016-09,2016,9,80
Yukon,Inland,False,2016-09,2016,9,0
Northwest Territories,Inland,False,2016-09,2016,9,0
Nunavut,Inland,False,2016-09,2016,9,0
Province/Territory of claim not stated,Inland,False,2016-09,2016,9,0
,Inland - Total,True,2016-09,2016,9,1375
,Other Offices,False,2016-09,2016,9,0
,Total ,True,2016-09,2016,9,2590
Newfoundland and Labrador,Airport,False,2016-10,2016,10,0
Nova Scotia,Airport,False,2016-10,2016,10,0
New Brunswick,Airport,False,2016-10,2016,10,0
Quebec,Airport,False,2016-10,2016,10,50
Ontario,Airport,False,2016-10,2016,10,185
Manitoba,Airport,False,2016-10,2016,10,0
Saskatchewan,Airport,False,2016-10,2016,10,0
Alberta,Airport,False,2016-10,2016,10,2
British Columbia,Airport,False,2016-10,2016,10,10
Nunavut,Airport,False,2016-10,2016,10,0
,Airport - Total,True,2016-10,2016,10,245
Newfoundland and Labrador,Border,False,2016-10,2016,10,0
Nova Scotia,Border,False,2016-10,2016,10,0
New Brunswick,Border,False,2016-10,2016,10,0
Quebec,Border,False,2016-10,2016,10,290
Ontario,Border,False,2016-10,2016,10,340
Manitoba,Border,False,2016-10,2016,10,60
Saskatchewan,Border,False,2016-10,2016,10,2
Alberta,Border,False,2016-10,2016,10,20
British Columbia,Border,False,2016-10,2016,10,25
Yukon,Border,False,2016-10,2016,10,0
,Border - Total,True,2016-10,2016,10,735
Newfoundland and Labrador,Inland,False,2016-10,2016,10,0
Prince Edward Island,Inland,False,2016-10,2016,10,0
Nova Scotia,Inland,False,2016-10,2016,10,2
New Brunswick,Inland,False,2016-10,2016,10,0
Quebec,Inland,False,2016-10,2016,10,225
Ontario,Inland,False,2016-10,2016,10,1015
Manitoba,Inland,False,2016-10,2016,10,10
Saskatchewan,Inland,False,2016-10,2016,10,2
Alberta,Inland,False,2016-10,2016,10,120
British Columbia,Inland,False,2016-10,2016,10,125
Yukon,Inland,False,2016-10,2016,10,0
Northwest Territories,Inland,False,2016-10,2016,10,0
Nunavut,Inland,False,2016-10,2016,10,0
Province/Territory of claim not stated,Inland,False,2016-10,2016,10,0
,Inland - Total,True,2016-10,2016,10,1495
,Other Offices,False,2016-10,2016,10,2
,Total ,True,2016-10,2016,10,2480
Newfoundland and Labrador,Airport,False,2016-11,2016,11,0
Nova Scotia,Airport,False,2016-11,2016,11,0
New Brunswick,Airport,False,2016-11,2016,11,0
Quebec,Airport,False,2016-11,2016,11,30
Ontario,Airport,False,2016-11,2016,11,185
Manitoba,Airport,False,2016-11,2016,11,0
Saskatchewan,Airport,False,2016-11,2016,11,0
Alberta,Airport,False,2016-11,2016,11,2
British Columbia,Airport,False,2016-11,2016,11,10
Nunavut,Airport,False,2016-11,2016,11,0
,Airport - Total,True,2016-11,2016,11,230
Newfoundland and Labrador,Border,False,2016-11,2016,11,0
Nova Scotia,Border,False,2016-11,2016,11,0
New Brunswick,Border,False,2016-11,2016,11,2
Quebec,Border,False,2016-11,2016,11,370
Ontario,Border,False,2016-11,2016,11,425
Manitoba,Border,False,2016-11,2016,11,65
Saskatchewan,Border,False,2016-11,2016,11,2
Alberta,Border,False,2016-11,2016,11,15
British Columbia,Border,False,2016-11,2016,11,15
Yukon,Border,False,2016-11,2016,11,0
,Border - Total,True,2016-11,2016,11,895
Newfoundland and Labrador,Inland,False,2016-11,2016,11,0
Prince Edward Island,Inland,False,2016-11,2016,11,0
Nova Scotia,Inland,False,2016-11,2016,11,5
New Brunswick,Inland,False,2016-11,2016,11,0
Quebec,Inland,False,2016-11,2016,11,270
Ontario,Inland,False,2016-11,2016,11,960
Manitoba,Inland,False,2016-11,2016,11,10
Saskatchewan,Inland,False,2016-11,2016,11,10
Alberta,Inland,False,2016-11,2016,11,70
British Columbia,Inland,False,2016-11,2016,11,120
Yukon,Inland,False,2016-11,2016,11,0
Northwest Territories,Inland,False,2016-11,2016,11,0
Nunavut,Inland,False,2016-11,2016,11,0
Province/Territory of claim not stated,Inland,False,2016-11,2016,11,0
,Inland - Total,True,2016-11,2016,11,1450
,Other Offices,False,2016-11,2016,11,2
,Total ,True,2016-11,2016,11,2570
Newfoundland and Labrador,Airport,False,2016-12,2016,12,0
Nova Scotia,Airport,False,2016-12,2016,12,0
New Brunswick,Airport,False,2016-12,2016,12,0
Quebec,Airport,False,2016-12,2016,12,60
Ontario,Airport,False,2016-12,2016,12,195
Manitoba,Airport,False,2016-12,2016,12,0
Saskatchewan,Airport,False,2016-12,2016,12,0
Alberta,Airport,False,2016-12,2016,12,2
British Columbia,Airport,False,2016-12,2016,12,20
Nunavut,Airport,False,2016-12,2016,12,0
,Airport - Total,True,2016-12,2016,12,275
Newfoundland and Labrador,Border,False,2016-12,2016,12,0
Nova Scotia,Border,False,2016-12,2016,12,0
New Brunswick,Border,False,2016-12,2016,12,0
Quebec,Border,False,2016-12,2016,12,590
Ontario,Border,False,2016-12,2016,12,460
Manitoba,Border,False,2016-12,2016,12,30
Saskatchewan,Border,False,2016-12,2016,12,2
Alberta,Border,False,2016-12,2016,12,15
British Columbia,Border,False,2016-12,2016,12,15
Yukon,Border,False,2016-12,2016,12,5
,Border - Total,True,2016-12,2016,12,1120
Newfoundland and Labrador,Inland,False,2016-12,2016,12,0
Prince Edward Island,Inland,False,2016-12,2016,12,0
Nova Scotia,Inland,False,2016-12,2016,12,10
New Brunswick,Inland,False,2016-12,2016,12,2
Quebec,Inland,False,2016-12,2016,12,225
Ontario,Inland,False,2016-12,2016,12,650
Manitoba,Inland,False,2016-12,2016,12,10
Saskatchewan,Inland,False,2016-12,2016,12,2
Alberta,Inland,False,2016-12,2016,12,70
British Columbia,Inland,False,2016-12,2016,12,100
Yukon,Inland,False,2016-12,2016,12,0
Northwest Territories,Inland,False,2016-12,2016,12,0
Nunavut,Inland,False,2016-12,2016,12,0
Province/Territory of claim not stated,Inland,False,2016-12,2016,12,0
,Inland - Total,True,2016-12,2016,12,1065
,Other Offices,False,2016-12,2016,12,0
,Total ,True,2016-12,2016,12,2455
Newfoundland and Labrador,Airport,False,2017-01,2017,1,0
Nova Scotia,Airport,False,2017-01,2017,1,0
New Brunswick,Airport,False,2017-01,2017,1,0
Quebec,Airport,False,2017-01,2017,1,40
Ontario,Airport,False,2017-01,2017,1,215
Manitoba,Airport,False,2017-01,2017,1,0
Saskatchewan,Airport,False,2017-01,2017,1,0
Alberta,Airport,False,2017-01,2017,1,5
British Columbia,Airport,False,2017-01,2017,1,25
Nunavut,Airport,False,2017-01,2017,1,0
,Airport - Total,True,2017-01,2017,1,285
Newfoundland and Labrador,Border,False,2017-01,2017,1,0
Nova Scotia,Border,False,2017-01,2017,1,0
New Brunswick,Border,False,2017-01,2017,1,2
Quebec,Border,False,2017-01,2017,1,445
Ontario,Border,False,2017-01,2017,1,430
Manitoba,Border,False,2017-01,2017,1,20
Saskatchewan,Border,False,2017-01,2017,1,0
Alberta,Border,False,2017-01,2017,1,15
British Columbia,Border,False,2017-01,2017,1,10
Yukon,Border,False,2017-01,2017,1,0
,Border - Total,True,2017-01,2017,1,920
Newfoundland and Labrador,Inland,False,2017-01,2017,1,0
Prince Edward Island,Inland,False,2017-01,2017,1,0
Nova Scotia,Inland,False,2017-01,2017,1,2
New Brunswick,Inland,False,2017-01,2017,1,2
Quebec,Inland,False,2017-01,2017,1,290
Ontario,Inland,False,2017-01,2017,1,900
Manitoba,Inland,False,2017-01,2017,1,15
Saskatchewan,Inland,False,2017-01,2017,1,2
Alberta,Inland,False,2017-01,2017,1,110
British Columbia,Inland,False,2017-01,2017,1,100
Yukon,Inland,False,2017-01,2017,1,0
Northwest Territories,Inland,False,2017-01,2017,1,0
Nunavut,Inland,False,2017-01,2017,1,0
Province/Territory of claim not stated,Inland,False,2017-01,2017,1,0
,Inland - Total,True,2017-01,2017,1,1415
,Other Offices,False,2017-01,2017,1,2
,Total ,True,2017-01,2017,1,2625
Newfoundland and Labrador,Airport,False,2017-02,2017,2,0
Nova Scotia,Airport,False,2017-02,2017,2,0
New Brunswick,Airport,False,2017-02,2017,2,0
Quebec,Airport,False,2017-02,2017,2,55
Ontario,Airport,False,2017-02,2017,2,185
Manitoba,Airport,False,2017-02,2017,2,0
Saskatchewan,Airport,False,2017-02,2017,2,0
Alberta,Airport,False,2017-02,2017,2,2
British Columbia,Airport,False,2017-02,2017,2,10
Nunavut,Airport,False,2017-02,2017,2,0
,Airport - Total,True,2017-02,2017,2,255
Newfoundland and Labrador,Border,False,2017-02,2017,2,0
Nova Scotia,Border,False,2017-02,2017,2,0
New Brunswick,Border,False,2017-02,2017,2,0
Quebec,Border,False,2017-02,2017,2,600
Ontario,Border,False,2017-02,2017,2,450
Manitoba,Border,False,2017-02,2017,2,150
Saskatchewan,Border,False,2017-02,2017,2,0
Alberta,Border,False,2017-02,2017,2,25
British Columbia,Border,False,2017-02,2017,2,20
Yukon,Border,False,2017-02,2017,2,0
,Border - Total,True,2017-02,2017,2,1245
Newfoundland and Labrador,Inland,False,2017-02,2017,2,2
Prince Edward Island,Inland,False,2017-02,2017,2,0
Nova Scotia,Inland,False,2017-02,2017,2,2
New Brunswick,Inland,False,2017-02,2017,2,0
Quebec,Inland,False,2017-02,2017,2,285
Ontario,Inland,False,2017-02,2017,2,920
Manitoba,Inland,False,2017-02,2017,2,10
Saskatchewan,Inland,False,2017-02,2017,2,2
Alberta,Inland,False,2017-02,2017,2,55
British Columbia,Inland,False,2017-02,2017,2,120
Yukon,Inland,False,2017-02,2017,2,0
Northwest Territories,Inland,False,2017-02,2017,2,0
Nunavut,Inland,False,2017-02,2017,2,0
Province/Territory of claim not stated,Inland,False,2017-02,2017,2,0
,Inland - Total,True,2017-02,2017,2,1400
,Other Offices,False,2017-02,2017,2,0
,Total ,True,2017-02,2017,2,2900
Newfoundland and Labrador,Airport,False,2017-03,2017,3,0
Nova Scotia,Airport,False,2017-03,2017,3,0
New Brunswick,Airport,False,2017-03,2017,3,0
Quebec,Airport,False,2017-03,2017,3,50
Ontario,Airport,False,2017-03,2017,3,145
Manitoba,Airport,False,2017-03,2017,3,0
Saskatchewan,Airport,False,2017-03,2017,3,0
Alberta,Airport,False,2017-03,2017,3,2
British Columbia,Airport,False,2017-03,2017,3,20
Nunavut,Airport,False,2017-03,2017,3,0
,Airport - Total,True,2017-03,2017,3,220
Newfoundland and Labrador,Border,False,2017-03,2017,3,0
Nova Scotia,Border,False,2017-03,2017,3,0
New Brunswick,Border,False,2017-03,2017,3,5
Quebec,Border,False,2017-03,2017,3,785
Ontario,Border,False,2017-03,2017,3,555
Manitoba,Border,False,2017-03,2017,3,180
